c1,c2,c3,xs,Vs,Vxxs,LDPs,xu,Vu,Vxxu,LDPu,ΔV,C,LDP
0.0011578148917771964,0.6217630810840294,0.21615075817833818,-0.0009315265058774659,-5.391802703366973e-7,1.242318061205007,0.999999460819875,-1.916751872877298,0.7599601208544564,-1.242318061205007,2.1381909495684863,0.7599606600347267,1.242318061205007,0.4676848253528
-0.0005585535253660537,0.6032542446100246,0.28901840003462187,0.0004627964278821683,-1.2926261219909478e-7,1.2073110293188187,0.9999998707373962,-1.3919641553673363,0.3901329355850788,-1.2073110293188187,1.477177150239712,0.390133064847691,1.2073110293188187,0.676966788022086
-0.001221060724478481,0.6138653478807731,0.41449233482527664,0.0009935673986289392,-6.06806336236872e-7,1.23020165218673,0.9999993931938479,-0.9883304392043754,0.2006784960680032,-1.2302016521867298,1.2222317563332272,0.20067910287433943,1.2302016521867298,0.8181749394189441
0.000218112438317837,0.6061401642582899,0.18962645812832482,-0.00017993433650057431,-1.9622406089796083e-8,1.212075606651022,0.9999999803775941,-2.1308172209518195,0.9170594644792167,-1.212075606651022,2.5019225703892474,0.9170594841016229,1.212075606651022,0.3996926172747283
-0.0016233492767009875,0.6113334097137129,0.4496434057373854,0.0013257727063173575,-1.0766199783841236e-6,1.226243569156839,0.9999989233806011,-0.9077231562228051,0.16888739726213997,-1.2262435691568392,1.183986811261042,0.16888847388211836,1.226243569156839,0.8446030934377732
-0.0006059711928787431,0.6298073825285849,0.38900374356765915,0.00048086237418109055,-1.4571599974325625e-7,1.2607371086393535,0.9999998542840108,-1.07983188481328,0.2452291138703232,-1.2607371086393535,1.277914067504517,0.24522925958632294,1.2607371086393535,0.7825251162911048
0.0011525040768038907,0.6231709780621424,0.32456533045495,-0.0009253783614242152,-5.331225702667775e-7,1.2445398817222557,0.9999994668775718,-1.279086008331522,0.33886581342460365,-1.2445398817222557,1.4033550211733732,0.3388663465471739,1.2445398817222557,0.7125776811924984
-0.0009487137376314143,0.6133112769572565,0.3634426845505707,0.0007729047476961228,-3.6671658024090985e-7,1.2283079933729404,0.999999633283487,-1.1257761088809157,0.2598098415279395,-1.2283079933729406,1.2966834878692903,0.2598102082445197,1.2283079933729404,0.7711979389254704
0.0005492824328883611,0.6242303390370777,0.40992507718542504,-0.00044015858783469266,-1.2086821157691982e-7,1.2473780858156036,0.9999998791317958,-1.0147540379111744,0.2138904285197204,-1.2473780858156036,1.2384869445107827,0.21389054938793198,1.2473780858156036,0.8074367546335401
0.00018758137884460578,0.6078324195202918,0.27266602334935036,-0.00015431955671983588,-1.447323658586311e-8,1.2154123728414485,0.9999999855267635,-1.4859920218022182,0.4472137387301788,-1.2154123728414485,1.5639485399400508,0.4472137532034154,1.2154123728414485,0.6394072183251601
0.0008075533995885996,0.5953721840393039,0.2545942369072097,-0.0006784873604057372,-2.739176274672897e-7,1.1897079342479657,0.9999997260824101,-1.558330837364399,0.48109398778131096,-1.1897079342479657,1.6178433352617405,0.48109426169893843,1.1897079342479657,0.6181066511737532
0.0024407197573672076,0.6035709794230674,0.1747301522351154,-0.002023677863249451,-2.4688912326185303e-6,1.2050203735994123,0.9999975311118151,-2.3008453335897463,1.0613354939029622,-1.2050203735994123,2.8902282952568212,1.0613379627941948,1.2050203735994123,0.3459925753107184
0.0011713777000700225,0.604316855248125,0.14490141653021105,-0.0009695131723288434,-5.677670306993974e-7,1.207790807504159,0.9999994322331305,-2.779389113720407,1.553946200605779,-1.207790807504159,4.730099322064947,1.5539467683728097,1.207790807504159,0.21141193115508955
-0.0018548235782385205,0.606074861592052,0.37281775281857,0.00152803903891016,-1.417786492871234e-6,1.2155678036683373,0.9999985822145122,-1.0853012893021927,0.23930295639953003,-1.215567803668337,1.2703633429955996,0.2393043741860229,1.215567803668337,0.7871752500795955
-0.0014308322061615246,0.6168632988071988,0.3536579633464334,0.001158610004701404,-8.291632751815407e-7,1.2361851075418506,0.9999991708370686,-1.163983264972128,0.279697504430905,-1.2361851075418506,1.3227296319613142,0.2796983335941802,1.2361851075418506,0.7560117704131962
0.0010334228193743132,0.6029311169043665,0.2811036166607501,-0.0008575133223261168,-4.4299829202973544e-7,1.2044159332312891,0.9999995570018061,-1.4290567749073506,0.40945141876575797,-1.2044159332312896,1.5059913998429686,0.40945186176405,1.2044159332312894,0.6640141219306279
-5.8053428358586145e-5,0.6071248241351253,0.38377928752270213,4.780795855480447e-5,-1.3877289162314605e-9,1.214359734495883,0.9999999986122711,-1.0546901399338247,0.22515689378147447,-1.2143597344958827,1.2525192132526144,0.22515689516920337,1.2143597344958827,0.7983909452497844
0.0002631791874436459,0.6251015696663359,0.22717093901131652,-0.00021053330192660747,-2.7702931715901286e-8,1.2499161770453209,0.9999999722970687,-1.8342423310972373,0.7007181124931527,-1.249916177045321,2.0151993278037317,0.7007181401960845,1.2499161770453209,0.4962288139441374
0.0004536133221839675,0.6078277691489954,0.38366410732084116,-0.00037327489607287095,-8.465125567420689e-8,1.2147962652192683,0.9999999153487479,-1.0558071314381865,0.22553506727813932,-1.2147962652192683,1.2529929723990603,0.225535151929395,1.2147962652192683,0.7980890055864274
0.002767859186525899,0.5941121812610443,0.18768044691134997,-0.002331984748676936,-3.2261126521507313e-6,1.1855983548831557,0.9999967738925517,-2.108035898669925,0.8761517792342282,-1.1855983548831557,2.40163986049573,0.8761550053468803,1.1855983548831557,0.41638081976460006
-0.0013817696252013093,0.620781995435621,0.3455156113140181,0.0011118944676661061,-7.684284816616851e-7,1.243869052251516,0.9999992315718136,-1.1989005039311615,0.29853397293758976,-1.243869052251516,1.3478813279071913,0.29853474136607144,1.243869052251516,0.7419045066263199
2.9166408986458207e-5,0.60729818449246,0.285556650218292,-2.4013658969238614e-5,-3.5019412224070454e-10,1.2145552254248315,0.9999999996498059,-1.4177873243673376,0.40688668930385075,-1.2145552254248317,1.5021338881818227,0.40688668965404484,1.2145552254248317,0.6657196189483496
0.0003029748418021646,0.6119740412532113,0.40540004299343424,-0.0002475998828187255,-3.7505190822301245e-8,1.2233458204875833,0.9999999624948099,-1.0061230239491457,0.20629386284136203,-1.2233458204875833,1.2291143419630866,0.20629390034655284,1.2233458204875833,0.81359392560472
